DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IS,2020,7.22,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IS,2021,7.41,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IS,2022,9.29,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IS,2023,8.90,e
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2000,20622.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2001,19933.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2002,21256.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2003,17864.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2004,23294.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2005,21505.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2006,20206.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2007,20303.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2008,21847.93,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2009,17562.91,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2010,20960.33,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2011,17923.47,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2012,18958.76,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2013,18597.75,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2014,19769.47,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2015,17462.24,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2016,18363.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2017,16554.95,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2018,16615.46,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2019,16433.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2020,17022.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2021,16632.66,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,IT,2022,14337.92,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2000,2657.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2001,2345.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2002,2539.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2003,2631.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2004,2859.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2005,2811.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2006,1857.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2007,3017.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2008,3421.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2009,3806.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2010,2796.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2011,3225.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2012,4656.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2013,4474.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2014,5123.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2015,6085.05,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2016,5120.82,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2017,5074.19,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2018,3999.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2019,5207.89,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2020,6544.69,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2021,5340.82,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2022,5623.66,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LT,2023,5580.94,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2000,152.18,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2001,143.71,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2002,168.11,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2003,163.43,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2004,178.27,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2005,159.95,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2006,163.47,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2007,147.42,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2008,186.83,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2009,188.51,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2010,164.48,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2011,147.64,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2012,152.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2013,172.82,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2014,167.07,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2015,178.57,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2016,139.43,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2017,149.81,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2018,157.65,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2019,163.56,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2020,146.17,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2021,147.17,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2022,170.66,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LU,2023,148.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2000,923.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2001,928.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2002,1028.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2003,932.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2004,1059.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2005,1314.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2006,1158.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2007,1535.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2008,1689.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2009,1663.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2010,1435.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2011,1412.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2012,2124.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2013,1948.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2014,2227.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2015,3021.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2016,2703.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2017,2692.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2018,2057.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2019,3163.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2020,3497.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2021,2994.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2022,3243.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,LV,2023,2715.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2007,2.42,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2008,4.03,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2009,4.28,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2010,3.98,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2011,6.57,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2012,5.14,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2013,8.08,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2014,8.01,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2015,7.09,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2016,7.69,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2017,7.87,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2018,8.02,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2019,7.58,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2020,7.28,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2021,7.10,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,ME,2022,7.20,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2000,565.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2001,476.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2002,556.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2003,466.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2004,676.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2005,648.28,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2006,602.17,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2007,499.01,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2008,615.05,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2009,612.69,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2010,547.78,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2011,561.24,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2012,465.06,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2013,568.36,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2014,636.48,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2015,489.44,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2016,648.36,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2017,452.91,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2018,605.26,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2019,569.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2020,585.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2021,568.88,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2022,548.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MK,2023,528.98,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2000,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2001,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2002,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2003,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2004,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2005,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2006,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2007,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2008,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2009,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2010,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2011,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2012,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2013,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2014,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2015,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2016,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2017,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2018,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2019,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2020,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2021,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2022,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2023,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,MT,2024,0.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2000,1776.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2001,1819.28,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2002,1781.48,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2003,1872.52,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2004,1878.57,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2005,1814.11,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2006,1709.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2007,1584.87,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2008,2014.63,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2009,2040.22,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2010,1784.97,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2011,1561.56,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2012,1708.37,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2013,1736.09,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2014,1668.99,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2015,1629.08,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2016,1344.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2017,1370.62,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2018,1315.25,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2019,1541.91,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2020,1364.38,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2021,1336.32,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2022,1647.13,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NL,2023,1494.28,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2000,1309.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2001,1219.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2002,1142.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2003,1287.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2004,1444.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2005,1298.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2006,1169.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2007,1202.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2008,1347.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2010,1191.98,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2011,1015.06,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2012,1072.38,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2013,953.78,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2014,1223.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2015,1342.11,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2016,1310.58,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2017,1292.08,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2018,734.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2019,1281.37,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2020,1311.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,NO,2021,1170.88,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2000,22340.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2001,26960.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2002,26877.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2003,23390.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2004,29635.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2005,26927.80,
