DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2006,21775.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2007,27142.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2008,27664.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2009,29826.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2010,26753.19,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2011,26300.53,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2012,28045.94,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2013,27958.79,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2014,31369.67,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2015,27481.72,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2016,29293.87,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2017,31331.01,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2018,26281.55,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2019,28450.92,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2020,35031.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2021,33996.28,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2022,34987.75,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PL,2023,35183.86,e
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2000,1646.02,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2001,1317.54,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2002,1529.66,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2003,1204.91,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2004,1395.58,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2005,809.66,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2006,1219.67,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2007,1078.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2008,1331.03,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2009,1133.01,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2010,1030.32,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2011,1166.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2012,1186.07,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2013,1374.51,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2014,1346.36,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2015,1252.36,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2016,1152.27,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2017,1137.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2018,1116.32,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2019,1163.02,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2020,1055.08,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2021,1127.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2022,1019.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,PT,2023,1022.36,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2000,10477.51,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2001,18870.93,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2002,14356.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2003,12964.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2004,24403.01,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2005,19345.46,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2006,15759.32,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2007,7814.83,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2008,16826.44,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2009,14872.95,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2010,16712.88,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2011,20842.16,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2012,12824.14,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2013,20897.08,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2014,22070.74,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2015,19332.82,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2016,21764.82,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2017,27138.88,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2018,31553.28,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2019,30412.43,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2020,18153.71,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2021,27791.26,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2022,18860.68,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RO,2023,24007.93,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2007,6663.44,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2008,9333.46,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2009,9468.99,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2010,9694.39,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2011,9538.45,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2012,6354.91,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2013,9091.07,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2014,10848.32,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2015,8436.97,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2016,10868.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2017,6793.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2018,10529.06,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2019,10436.43,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2020,11447.57,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2021,10236.39,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,RS,2022,8012.86,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2000,5604.37,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2001,5328.02,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2002,5398.39,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2003,5289.87,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2004,5507.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2005,5050.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2006,4128.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2007,5066.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2008,5201.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2009,5250.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2010,4287.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2011,4646.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2012,5070.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2013,4992.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2014,5782.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2015,6168.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2016,5480.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2017,5958.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2018,3260.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2019,6147.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2020,5954.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2021,4980.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2022,5823.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SE,2023,4238.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2000,493.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2001,495.97,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2002,610.73,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2003,398.75,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2004,583.17,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2005,576.29,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2006,493.56,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2007,531.89,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2008,579.64,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2009,532.84,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2010,568.83,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2011,607.96,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2012,576.41,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2013,457.34,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2014,649.06,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2015,624.05,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2016,638.06,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2017,546.99,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2018,596.66,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2019,641.74,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2020,749.69,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2021,700.55,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2022,576.19,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SI,2023,666.63,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2000,2201.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2001,3212.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2002,3193.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2003,2490.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2004,3793.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2005,3585.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2006,2928.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2007,2793.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2008,4137.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2009,3330.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2010,2571.24,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2011,3714.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2012,3035.81,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2013,3411.96,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2014,4708.34,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2015,3805.71,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2016,4847.85,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2017,3484.06,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2018,4037.76,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2019,4104.06,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2020,4580.88,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2021,4308.04,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2022,3382.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,SK,2023,4283.44,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2000,32099.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2001,29419.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2002,30678.70,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2003,30649.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2004,41399.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2005,36107.30,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2006,34278.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2007,29249.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2008,29287.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2009,33373.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2010,32773.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2011,35202.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2012,33025.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2013,37129.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2014,32382.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2015,38637.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2016,35724.93,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2017,36598.79,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2018,34705.75,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2019,35202.05,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2020,38050.79,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2021,32601.95,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,TR,2022,39562.14,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2000,23985.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2001,18959.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2002,22965.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2003,21644.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2004,22074.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2005,21024.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2006,20805.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2007,19045.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2008,24282.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2009,21618.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2010,20824.22,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2011,21360.09,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2012,19401.54,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2013,19905.59,e
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2014,24382.41,e
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2015,24591.19,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2016,21710.58,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2017,22733.55,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2018,20839.83,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2019,25219.86,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,UK,2020,19469.45,p
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2007,294.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2008,437.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2009,411.20,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2010,430.50,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2011,435.00,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2012,439.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2013,540.10,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2014,464.60,e
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2015,443.60,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2016,562.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2017,477.90,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2018,441.80,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2019,459.40,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2020,529.11,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2021,504.37,
ESTAT:APRO_CPSH1(1.0),08/05/24 23:00:00,A,C0000,PR_HU_EU,XK,2022,518.72,
